text,quote,reply,retweet,favorit,lang,user_id,conversation_id,username,url
@Gus_Raharjo miris loh sampe orang orang aja nyebut Gibran Cawapres Boneka karena malah banyak masalah sebelum mulai,0,0,0,0,in,1.66E+18,1.72E+18,ChesyEvante,"https://twitter.com/ChesyEvante/status/1722655962098757713"""
@mikuroQ Kasian banget gibran jadi Cawapres Bonekamending mundur aja sih. Lagian putusan MK kemaren juga cacat,0,0,0,0,in,1.70E+18,1.72E+18,lidyakartikap,"https://twitter.com/lidyakartikap/status/1722655848705749444"""
Nah ini yg kutunggu-tunggu. Kalau pak Ganjar Mahfud uda dipastikan bisa hadir. Prabowo Gibran bisa hadir juga gak ya?   Muhammadiyah Undang 3 Bakal Capres-Cawapres di Pilpres 2024 untuk Uji Publik di 3 Universitas  https://t.co/oAmkcx1pc9,0,2,5,11,in,1.13E+18,1.72E+18,HusinShihab,"https://twitter.com/HusinShihab/status/1722655776718925928"""
BILA ANWAR USMAN TERBUKTI MELANGGAR KODE ETIK MAKA KEPUTUSAN ANWAR USMAN BISA DINYATAKAN BERSALAH&amp BISA DIRUBAH &amp DIGUGURKAN CAWAPRES GIBRAN SESUAI UUD NKRI・・ SEBAB KEPUTUSAN ANWAR USMAN DINILAI BERSIFAT KEPENTINGAN KELUARGA ATAU BERSIFAT KEPENTINGAN PRIBADI https://t.co/EzDeWc82zx,0,0,0,0,in,1.03E+18,1.72E+18,yunankingstar1,"https://twitter.com/yunankingstar1/status/1722655727070875704"""
@Gus_Raharjo Ayo adu gagasan karena pemilu ini kita harus lebih dewasa Gibran Cawapres Boneka pasti tidak punya,0,0,0,0,in,1.70E+18,1.72E+18,ColemanHun34214,"https://twitter.com/ColemanHun34214/status/1722655649946013938"""
Wooing Paman...離討 Seandainya Bukan @gibran_tweet yg jadi cawapres Apakah masih sama putusannya...!? Ayoolaaah...!? . Jawaban Logic dari pak @mohmahfudmd 総 . Tetap Dukung yg Lurus #GanjarMahfud2024  #GanjarMahfudTaatKonstitusi https://t.co/a6KUZOvdP9,0,0,1,1,in,177891550,1.72E+18,Vr1_Gim,"https://twitter.com/Vr1_Gim/status/1722655636494651424"""
@saiful_mujani @gibran_tweet @kaesangp   Capres @ganjarpranowo menguatkan hati Ketua BEM UI Melki Sedek Huang yang kmaren mengaku bhw dia dan keluarganya alami intimidasi stelah dia mengkritik putusan MK terkait batas usia pencalonan Capres Cawapres..  Istiqomah pada kebenaran itu SIKAP!! https://t.co/bt2BZjoF0c,0,0,0,0,in,173114120,1.72E+18,Sgm_mks,"https://twitter.com/Sgm_mks/status/1722655634490061240"""
@andre_rosiade @saifulmujani @gibran_tweet @kaesangp   Capres @ganjarpranowo menguatkan hati Ketua BEM UI Melki Sedek Huang yang kmaren mengaku bhw dia dan keluarganya alami intimidasi stelah dia mengkritik putusan MK terkait batas usia pencalonan Capres Cawapres..  Istiqomah pada kebenaran itu SIKAP!! https://t.co/u60cLZj3OH,0,0,0,0,in,173114120,1.72E+18,Sgm_mks,"https://twitter.com/Sgm_mks/status/1722655527786967058"""
@Melihat_Indo kalo drama yang terjadi cuma buat melenggangkan satu orang aja berarti cocok dong sebutan Gibran Cawapres Boneka ini,0,0,0,0,in,1.70E+18,1.72E+18,Aleyadeww,"https://twitter.com/Aleyadeww/status/1722655510980333930"""
@Gerindra @fadlizon @gibran_tweet @kaesangp   Capres @ganjarpranowo menguatkan hati Ketua BEM UI Melki Sedek Huang yang kmaren mengaku bhw dia dan keluarganya alami intimidasi stelah dia mengkritik putusan MK terkait batas usia pencalonan Capres Cawapres..  Istiqomah pada kebenaran itu SIKAP!! https://t.co/h3TMOQz8Kf,0,0,0,0,in,173114120,1.72E+18,Sgm_mks,"https://twitter.com/Sgm_mks/status/1722655426960035906"""
Jokowi juga dibilang presiden boneka oleh para kadrun. Tapi mereka salah. Jokowi ternyata koppig  Skg mrk yg ngaku katanya dulu pendukung Jokowi mengatakan hal sama spt kadrun bahwa Gibran cawapres boneka...waktu yg akan membuktikan. Kalo skg masuknya 'fitnah',0,1,0,0,in,8.98E+17,1.72E+18,KaZep7,"https://twitter.com/KaZep7/status/1722655419854934382"""
@Melihat_Indo @Mach_amoto untuk mas Gibran meski bapakmu sudah mengatur semua sejak awal tentang rencana nya yg ingin menjadikanmu boneka dengan mengorbankan pamanmu tp nyatanya gagal. karna pada dasarnya rencana Tuhanlah yg terbaik makanya jangan teruslah berdusta pada rakyat  Gibran Cawapres Boneka,0,0,0,0,in,1.70E+18,1.72E+18,IncessKeshya,"https://twitter.com/IncessKeshya/status/1722655409583124679"""
@Melihat_Indo bukannya sadar apa yang dilakukan salah malah lanjut part dua pantesan sampe disebut Gibran Cawapres Boneka,0,0,0,0,in,1.57E+18,1.72E+18,davidkenan02,"https://twitter.com/davidkenan02/status/1722655366889214013"""
@Gus_Raharjo Dia memang biang masalah Gibran Cawapres Boneka entah boneka siapa mkmkmkmkmk,0,0,0,1,in,1.70E+18,1.72E+18,NathaliaLe2611,"https://twitter.com/NathaliaLe2611/status/1722655279572193460"""
@bumnbersatu @jokowi @gibran_tweet @bobbynasution_ @kaesangp   Capres @ganjarpranowo menguatkan hati Ketua BEM UI Melki Sedek Huang yang kmaren mengaku bhw dia dan keluarganya alami intimidasi stelah dia mengkritik putusan MK terkait batas usia pencalonan Capres Cawapres..  Istiqomah pada kebenaran itu SIKAP!! https://t.co/ndGUu5HXVn,0,0,0,0,in,173114120,1.72E+18,Sgm_mks,"https://twitter.com/Sgm_mks/status/1722655250795073886"""
@Melihat_Indo apa ngga malu ya sampe publik mengecap seorang cawapres sebagai Gibran Cawapres Boneka,0,0,0,0,in,1.70E+18,1.72E+18,Khuzaimahya,"https://twitter.com/Khuzaimahya/status/1722655229290991941"""
Kali ini saya sependapat dengan Ahok bahwa Gibran belum memiliki pengalaman yang cukup sehingga tidak boleh coba-coba jika diteruskan wajar jika banyak yang menyebut Cawapres Boneka.  https://t.co/ZtyXosHDa4,0,0,0,0,in,1.72E+18,1.72E+18,aridopok,"https://twitter.com/aridopok/status/1722655220503810428"""
@Gus_Raharjo Kalo Gibran Cawapres Boneka apakah framing  pak Jokowi presiden boneka nya bu Mega itu benar??,0,0,0,1,in,1.69E+18,1.72E+18,AbahRiec,"https://twitter.com/AbahRiec/status/1722655081127088619"""
@Ghurem2 Doakan semoga visi mereka tercapai #GanjarMahfud2024 #GanjarMahfudKonsisten #GanjarMahfudTaatKonstitusi Gibran Cawapres Ilegal.,0,0,0,0,in,1.71E+18,1.72E+18,IndahKaribu,"https://twitter.com/IndahKaribu/status/1722655025737224685"""
@datuakrajoangek @gibran_tweet @kaesangp   Capres @ganjarpranowo menguatkan hati Ketua BEM UI Melki Sedek Huang yang kmaren mengaku bhw dia dan keluarganya alami intimidasi stelah dia mengkritik putusan MK terkait batas usia pencalonan Capres Cawapres..  Istiqomah pada kebenaran itu SIKAP!! https://t.co/MEjh2QO8V7,0,0,0,0,in,173114120,1.72E+18,Sgm_mks,"https://twitter.com/Sgm_mks/status/1722655018682310711"""
@mawakresna @prabowo Tapi syg bngt pak prabowo cawapres ny gibran bnyk alasan yg bikin gak lolos pemilihan nih,0,0,0,1,in,1.72E+18,1.72E+18,dedew004,"https://twitter.com/dedew004/status/1722654979453059092"""
@Melihat_Indo Kita sebagai masyarakat berharap semoga Indonesia jatuh di tangan pemimpin yang tepat bukan jatuh ke tangan Gibran Cawapres Boneka,0,0,0,0,in,1.60E+18,1.72E+18,KumalaSariInda1,"https://twitter.com/KumalaSariInda1/status/1722654928295039056"""
@LaingenLisa 2024 akan menjadi tahun yang luar biasa untuk mereka #GanjarMahfud2024 #GanjarMahfudKonsisten #GanjarMahfudTaatKonstitusi Gibran Cawapres Ilegal.,0,0,0,0,in,1.71E+18,1.72E+18,IndahKaribu,"https://twitter.com/IndahKaribu/status/1722654919025709445"""
@gibran_tweet @bobbynasution_ @kaesangp   Capres @ganjarpranowo menguatkan hati Ketua BEM UI Melki Sedek Huang yang kmaren mengaku bhw dia dan keluarganya alami intimidasi stelah dia mengkritik putusan MK terkait batas usia pencalonan Capres Cawapres  Istiqomah pada kebenaran itu SIKAP!! https://t.co/5BhmnhJnBs,0,0,0,0,in,173114120,1.72E+18,Sgm_mks,"https://twitter.com/Sgm_mks/status/1722654828076339592"""
@Gus_Raharjo Gibran Cawapres Boneka emang boleh seinstan itu jadi cawapres,0,0,0,2,in,1.70E+18,1.72E+18,harry_noa6670,"https://twitter.com/harry_noa6670/status/1722654820417540526"""
@Jelli_cent Kita semua berada di belakang mereka #GanjarMahfud2024 #GanjarMahfudKonsisten #GanjarMahfudTaatKonstitusi Gibran Cawapres Ilegal.,0,0,0,0,in,1.71E+18,1.72E+18,IndahKaribu,"https://twitter.com/IndahKaribu/status/1722654806014296546"""
@mawakresna @prabowo Ingat ya bahwa pak Jolowi pernah bilang jatah presiden selanjutnya ya pak Prabowo apalagi sekarang cawapres nya mas gibran yang sudah pasti di dukung langsung oleh ayahnya yaitu pak Jokowi,0,0,0,0,in,1.68E+18,1.72E+18,Krisengkis87,"https://twitter.com/Krisengkis87/status/1722654797361451160"""
beda bung saat pilkada solo tidak ada konstitusi yang diutak-atik tidak ada MK yang menambah dan mengubah UU. ini tentang proses yang dilalui sampai gibran jadi cawapres.,0,0,0,0,in,3802157653,1.72E+18,symsrzl,"https://twitter.com/symsrzl/status/1722654748367786335"""
@jijindut the real Gibran Cawapres Boneka,0,0,0,0,en,1.70E+18,1.72E+18,dvtamhrn234,"https://twitter.com/dvtamhrn234/status/1722654703102927148"""
@Fahrihamzah @prabowo @gibran_tweet @kaesangp   Capres @ganjarpranowo menguatkan hati Ketua BEM UI Melki Sedek Huang yang kmaren mengaku bhw dia dan keluarganya alami intimidasi stelah dia mengkritik putusan MK terkait batas usia pencalonan Capres Cawapres..  Istiqomah pada kebenaran itu SIKAP!! https://t.co/Ig2WBsKhht,0,0,0,1,in,173114120,1.72E+18,Sgm_mks,"https://twitter.com/Sgm_mks/status/1722654603668492441"""
@panjianom102 Kita yakin mereka bisa membuat perubahan positif #GanjarMahfud2024 #GanjarMahfudKonsisten #GanjarMahfudTaatKonstitusi Gibran Cawapres Ilegal.,0,0,0,0,in,1.71E+18,1.72E+18,IndahKaribu,"https://twitter.com/IndahKaribu/status/1722654544092598694"""
@Melihat_Indo Cacat konstitusi di Indonesia ini jangan pernah didukung dan dibela. Demokrasi kita sudah hancur karena Gibran Cawapres Boneka.,0,0,0,0,in,1.60E+18,1.72E+18,putri_erika12,"https://twitter.com/putri_erika12/status/1722654469312352449"""
@tvOneNews Mari bersama-sama mendoakan kemenangan Ganjar dan Mahfud #GanjarMahfud2024 #GanjarMahfudKonsisten #GanjarMahfudTaatKonstitusi Gibran Cawapres Ilegal.,0,0,0,0,in,1.71E+18,1.72E+18,IndahKaribu,"https://twitter.com/IndahKaribu/status/1722654433841123700"""
@jokowi @gibran_tweet @kaesangp   Capres @ganjarpranowo menguatkan hati Ketua BEM UI Melki Sedek Huang yang kmaren mengaku bhw dia dan keluarganya alami intimidasi stelah dia mengkritik putusan MK terkait batas usia pencalonan Capres Cawapres..  Istiqomah pada kebenaran itu SIKAP!! https://t.co/S5gZN6PMQE,0,0,0,0,in,173114120,1.72E+18,Sgm_mks,"https://twitter.com/Sgm_mks/status/1722654396901962166"""
@cnbcindonesia Teruslah melangkah jangan berhenti #GanjarMahfud2024 #GanjarMahfudKonsisten #GanjarMahfudTaatKonstitusi Gibran Cawapres Ilegal.,0,0,0,0,in,1.71E+18,1.72E+18,IndahKaribu,"https://twitter.com/IndahKaribu/status/1722654299954757646"""
@bumnbersatu @jokowi @gibran_tweet Biar nggak repot ya nggak usah dipilih simpel kok tapi tetap tersemat sampai kapan pun gelar Cawapres Cacat Moral dan Etika,0,0,0,0,in,361120835,1.72E+18,yonifree,"https://twitter.com/yonifree/status/1722654257822961744"""
@aan_muba Dukungan tak terbatas untuk mereka berdua #GanjarMahfud2024 #GanjarMahfudKonsisten #GanjarMahfudTaatKonstitusi Gibran Cawapres Ilegal.,0,0,0,0,in,1.71E+18,1.72E+18,IndahKaribu,"https://twitter.com/IndahKaribu/status/1722654179997671935"""
Gibran Anak bangsa yang Berprestasi yang dimusuhi oleh Pihak yang membenci anak muda namun masyarakat tau akan Hal itu oleh karna itu masyarakat sekarang makin masif mendukung Gibran untuk Cawapres 2024. Gibran Terus Maju #Gibran2024 #TelkomselDukungU17 #BABYMONSTER https://t.co/s3PUyEcqDT,0,0,0,0,in,461646798,1.72E+18,AzzaHlal,"https://twitter.com/AzzaHlal/status/1722654150197227771"""
@Melihat_Indo Sangat disayangkan banget politik Indonesia saat ini Gibran Cawapres Boneka ini sudah benar-benar melanggar konstitusi,0,0,0,0,in,1.60E+18,1.72E+18,AldiSetiawan24,"https://twitter.com/AldiSetiawan24/status/1722653965370982885"""
@Melihat_Indo intinya Gibran Cawapres Boneka  beliau hasil dr putusan mk yg jelasﾂｲ ketua mk nya melanggar kode etik,0,0,0,1,in,2758524369,1.72E+18,cukacaki,"https://twitter.com/cukacaki/status/1722653693529723194"""
@Gus_Raharjo @Mach_amoto belum dah menjadi wapres saja sudah ketauan busukmu mas mas dans skrg ketika sudah ketauan kebusukannya tidak mau turun sebagai cawapres kah ?? kan tanpa anda sadari anda sudah menjadi wapres Ilegal loh  Gibran Cawapres Boneka,0,0,0,0,in,1.70E+18,1.72E+18,inii_boboiboy,"https://twitter.com/inii_boboiboy/status/1722653475069399270"""
@Melihat_Indo konstitusi udah diobrak abrik demi ambisi ya seorang Gibran Cawapres Boneka ・ penuh drama,0,0,0,0,in,2758664283,1.72E+18,cakagenta_,"https://twitter.com/cakagenta_/status/1722653422426767698"""
Konten yang dibuat komika @bintangemon berisi sindiran pada Prabowo Gibran hilang. Apa yang terjadi? Apa negara sesensitif itu?  .  #cawapres2024 #prabowogibran #prabu #cawapresboneka #cawapreskarbit #babymonster  tag || Cawapres Boneka DOTS U-17 Galaxy S23 FE  Isyana || https://t.co/uLzhRX10uL,0,0,0,0,in,1.71E+18,1.72E+18,inumalica,"https://twitter.com/inumalica/status/1722653315153162687"""
@Melihat_Indo seharusnya yg bersangkutan itu mengundurkan diri/sadar diri bahwa keputusan mk itu keliru Gibran Cawapres Boneka,0,0,0,0,in,1.70E+18,1.72E+18,biwitm,"https://twitter.com/biwitm/status/1722653069056643288"""
@Gus_Raharjo kami udah gak percaya dengan mereka bagi kami  Gibran Cawapres Boneka  tidak tulus untuk negara,0,0,0,0,in,2757626517,1.72E+18,bikobw_,"https://twitter.com/bikobw_/status/1722652661265444899"""
@Gus_Raharjo rakyat kita saja berani dia tipu dengan cara liciknya bersama paman nya dan saat paman nya ketangkep ridak ada rasa malu samsek dalam dirinya. semog rakyat kita bisa membuka mata lebih lebar tentang ini !!!!  Gibran Cawapres Boneka,0,0,0,0,in,1.70E+18,1.72E+18,IncessKeshya,"https://twitter.com/IncessKeshya/status/1722652479610048576"""
@Gus_Raharjo orang lombaﾂｲ pamer gagasan &amp  inovasi buat negara yg ini Gibran Cawapres Boneka malah pamer masalah &amp  drama,0,0,0,0,in,2758955615,1.72E+18,arsipreceh,"https://twitter.com/arsipreceh/status/1722652464074367284"""
Di media banyak berita kureng baek dilontarkan ke mas Gibran untuk menjegal mas Gibran maju sebagai Cawapres. Ehh yg dijegal malah fokus kerja ngelayanin rakyat muehehehe.  Gibran Terus Maju #Gibran2024 Jessica DOTS Maljum U-17 Chill Kill https://t.co/BP3UI7zf51,0,0,0,0,in,556766724,1.72E+18,Capili_Mark,"https://twitter.com/Capili_Mark/status/1722652342242476194"""
@Gus_Raharjo keputusan mk menghasilkan sebuah masalah! lahirlah Gibran Cawapres Boneka  harusnya beliau tau &amp  mengundurkan diri,0,0,0,0,in,2759051709,1.72E+18,arsenyuda_,"https://twitter.com/arsenyuda_/status/1722652223614927359"""
@Melihat_Indo Menjadikan Gibran Cawapres Boneka melukai kepercayaan yang selama ini rakyat berikan. Sangat disayangkan.,0,0,0,0,in,1.60E+18,1.72E+18,bayu87503212,"https://twitter.com/bayu87503212/status/1722652215905808804"""
@Melihat_Indo Meski jelas pencalonan Gibran jelas melanggar konstitusi tapi tetap gak punya malu dan didukung Bapak nya serta para pelanggar konstitusi  Gibran Cawapres Boneka,0,0,0,0,in,1.60E+18,1.72E+18,Dinda10009,"https://twitter.com/Dinda10009/status/1722652126009344442"""
banyak orang yang bisa nilai sendiri juga semisal mas gibran masih kurang punya power untuk jadi cawapres hanya mengandalkan keuntungan ayah dan paman nya Cawapres Boneka https://t.co/MB7KxIky09,0,0,0,0,in,1.70E+18,1.72E+18,bemineabm,"https://twitter.com/bemineabm/status/1722652070627725513"""
@Arie_Kriting Terjemahannya  Gibran mau nyalon cawapres tapi kendala aturan soal umur jadi pamannya gibran membuat putusan MK supaya gibran bisa maju . Terus kita disuruh lupa ?  Kalo kata sby saya prihatin,0,0,0,0,in,1.54E+18,1.72E+18,Dasillva_Tiger,"https://twitter.com/Dasillva_Tiger/status/1722652042341282277"""
@Melihat_Indo Demokrasi di Indonesia sudah tercemar polusi keserakahan. Gibran Cawapres Boneka kok mau aja,0,0,0,0,in,1.60E+18,1.72E+18,mbul90001,"https://twitter.com/mbul90001/status/1722652035882119271"""
